FID,X,Y,HNO3,N2O5,NO2,HONO,NO,H2O2,O3,OH,FORM,ISOP,TERP,SO2,NH3,PM25_SO4,PM25_NO3,PM25_NH4,PM25_OC,PM25_TOT
68,68.5,0.5,0.019645633,3.968263e-05,0.039788213,0.0027723596,0.0048566475,0.68364096,25.371119,6.663031e-05,0.3492842,1.7148237e-06,3.198546e-13,0.0490709,0.13256373,1.0708231,0.029196173,0.026259022,0.12830642,2.9495687
69,69.5,0.5,0.02001049,3.1099e-05,0.032707766,0.0027654471,0.004467951,0.68072903,23.746569,6.257005e-05,0.3433663,1.1392307e-06,2.683067e-13,0.04214232,0.12675348,1.0217253,0.027283957,0.044972636,0.16190088,2.8602145
70,70.5,0.5,0.023747828,4.1193973e-05,0.029480984,0.0015721598,0.004089651,0.7020613,22.986965,5.7230063e-05,0.3444882,7.167469e-07,1.8119435e-13,0.0366027,0.12503491,0.9647901,0.027829258,0.0658725,0.20886771,2.80143
71,71.5,0.5,0.02751192,4.9031267e-05,0.028100567,0.0015905716,0.0040597324,0.67237043,22.03293,5.6049907e-05,0.33006942,5.78003e-07,1.4693979e-13,0.033054557,0.116438314,0.9510386,0.028420482,0.07912719,0.24849986,2.8283837
72,72.5,0.5,0.03097163,6.4698215e-05,0.02882994,0.0016792378,0.0040751174,0.65072536,21.90645,5.66118e-05,0.32257846,5.594541e-07,1.3741437e-13,0.032104198,0.10749076,0.9405725,0.029072717,0.088142335,0.2829561,2.8541653
73,73.5,0.5,0.034500614,8.5877946e-05,0.03125779,0.0017861763,0.00403124,0.62899697,22.142584,5.598734e-05,0.31461817,6.90067e-07,1.4628804e-13,0.032932237,0.10202442,0.94880354,0.029648513,0.095569886,0.32345828,2.9366493
74,74.5,0.5,0.03737123,0.00010657835,0.033263914,0.0017272317,0.003895554,0.57963973,21.864391,5.483605e-05,0.29513288,7.989531e-07,1.59274e-13,0.03264984,0.09351888,0.94739753,0.028949557,0.10284124,0.3672872,2.9831522
75,75.5,0.5,0.040014192,0.00011831551,0.033634365,0.0012696526,0.00385483,0.53818524,22.425776,5.684869e-05,0.29271019,5.509451e-07,1.1912585e-13,0.03131392,0.08720744,0.9294787,0.028975278,0.111968294,0.40513298,2.9878848
76,76.5,0.5,0.043545164,0.00012328269,0.031881064,0.0018145877,0.004068728,0.46959135,21.958366,5.7414876e-05,0.26816267,3.2034202e-07,8.1651225e-14,0.02900512,0.06870543,0.91122824,0.026684616,0.11534079,0.42860946,2.9356961
77,77.5,0.5,0.051722236,0.00015480419,0.035347357,0.0012787762,0.0046220147,0.46680066,23.308432,6.0891012e-05,0.26845756,2.855052e-07,6.720858e-14,0.031389195,0.060348608,0.92246026,0.02564183,0.11419099,0.4428519,2.9425356
78,78.5,0.5,0.055371348,0.00013843081,0.036512103,0.0014808999,0.005069532,0.4182003,23.21004,6.429033e-05,0.24677171,3.8500445e-07,5.6313498e-14,0.031909175,0.050818108,0.92867225,0.025824241,0.10694295,0.43451527,2.907046
79,79.5,0.5,0.067770794,0.00016233843,0.041359823,0.0012979056,0.00556021,0.43816707,24.934364,7.0413655e-05,0.2678227,6.976433e-07,4.8082293e-14,0.03801267,0.041649863,0.97355026,0.027883982,0.10438847,0.45917562,3.0255666
80,80.5,0.5,0.08000953,0.00019286091,0.04692721,0.0014488942,0.005887257,0.47287205,25.824875,7.225176e-05,0.28935015,1.1609102e-06,7.800477e-14,0.04454038,0.034073852,1.002345,0.025638212,0.10187273,0.4791536,3.0551324
81,81.5,0.5,0.09691943,0.00024795887,0.05573466,0.0016804903,0.0060119894,0.5128233,26.974733,7.1595496e-05,0.30797008,1.6551834e-06,2.6280196e-13,0.05409947,0.037239745,1.0798784,0.025477614,0.10589015,0.541667,3.3320966
82,82.5,0.5,0.13884084,0.00034786944,0.071039334,0.0009335505,0.0066822157,0.6275333,29.646502,7.295069e-05,0.3473677,2.4830483e-06,2.7577888e-12,0.06669562,0.05957568,1.1779665,0.032380376,0.11439634,0.60781014,3.7362335
83,83.5,0.5,0.16946441,0.00044238282,0.08110532,0.0005611609,0.007877103,0.72393775,31.42756,7.873389e-05,0.36190623,2.9659054e-06,3.4544128e-11,0.07458315,0.0891374,1.1890826,0.035700656,0.11205588,0.61408037,3.8585198
84,84.5,0.5,0.14824834,0.0005394935,0.082041696,0.0006276446,0.008378663,0.73163944,31.037443,7.887107e-05,0.35756963,2.8184645e-06,2.7489774e-10,0.067940995,0.09607518,1.1571484,0.033254497,0.107919246,0.56924915,3.7307565
85,85.5,0.5,0.14229311,0.0008290551,0.0910443,0.0008104844,0.009177334,0.74539584,30.84382,7.9365374e-05,0.35619214,2.64769e-06,2.1387627e-09,0.06336725,0.10516378,1.1229186,0.033306632,0.105718665,0.5321993,3.618849
86,86.5,0.5,0.1525227,0.0012958932,0.10868944,0.0012749599,0.011131491,0.7614415,30.7778,8.12019e-05,0.35658145,2.4270664e-06,7.719615e-09,0.06414962,0.11524335,1.091861,0.0355104,0.11368815,0.5373342,3.5955737
87,87.5,0.5,0.15781128,0.001699297,0.1180571,0.0018144873,0.012366655,0.78830284,30.71668,8.134463e-05,0.35390303,2.0707369e-06,1.2189407e-08,0.065345444,0.12064522,1.0516655,0.038334288,0.12006002,0.5589395,3.592355
88,88.5,0.5,0.15563303,0.0015525284,0.1001576,0.0017135543,0.010912202,0.8191531,30.765644,7.960905e-05,0.3460426,1.6345791e-06,1.8648295e-08,0.05765388,0.10788209,1.0230212,0.03976236,0.13013405,0.5805561,3.590094
89,89.5,0.5,0.15121911,0.0015571913,0.088763505,0.0012321007,0.008950279,0.84755325,31.015919,7.80082e-05,0.3332691,1.4564204e-06,6.075234e-08,0.048907597,0.09805409,1.0171772,0.041024573,0.1455402,0.6116353,3.6385922
90,90.5,0.5,0.16177367,0.0015720652,0.088023834,0.0010132164,0.007121353,0.8578621,31.353664,7.349752e-05,0.32442987,1.7428987e-06,2.3689255e-07,0.04625065,0.09859299,1.0291581,0.044354226,0.16481201,0.6857879,3.8190358
91,91.5,0.5,0.17192644,0.001136874,0.074667044,0.0007820222,0.005517238,0.86335415,31.751926,7.020016e-05,0.31484306,2.022773e-06,3.9253754e-07,0.04095237,0.09847018,1.0387803,0.047102265,0.17961156,0.74551314,3.9620922
92,92.5,0.5,0.17973498,0.0006545,0.052489847,0.00046422414,0.0040750555,0.8648985,32.095684,6.685649e-05,0.30418453,1.462926e-06,2.7365888e-07,0.032424763,0.0905835,1.0501901,0.049139466,0.1910672,0.7861241,4.0653973
93,93.5,0.5,0.18719536,0.00034070766,0.039134543,0.00026123752,0.0032057145,0.862864,32.3775,6.5215325e-05,0.30003384,5.7410386e-07,1.8367361e-08,0.027241383,0.082547896,1.0537033,0.05003708,0.19602905,0.8022321,4.10013
94,94.5,0.5,0.19390157,0.0001831064,0.03286331,0.00015355235,0.0029022663,0.8599401,32.58234,6.4919106e-05,0.2998322,4.0021365e-07,4.7149173e-09,0.024962626,0.079246074,1.0466285,0.050955407,0.19450554,0.79713297,4.0736256
95,95.5,0.5,0.20088974,0.00017180455,0.031822402,0.00013733865,0.0027479385,0.85695904,32.704544,6.496447e-05,0.2995027,3.0688403e-07,7.015457e-10,0.023981344,0.07873237,1.0388749,0.05218973,0.19254653,0.7831338,4.032288
96,96.5,0.5,0.20410825,0.00016691866,0.031459156,0.00013402989,0.0026307958,0.85596967,32.7632,6.505098e-05,0.29754892,2.8858776e-07,1.4933514e-11,0.022542277,0.07920637,1.0308516,0.05289766,0.19010322,0.7712079,3.9962895
97,97.5,0.5,0.20009032,0.0001544835,0.030017432,0.00013142468,0.0026028515,0.8562015,32.742954,6.615506e-05,0.29338187,2.6842883e-07,2.9949703e-13,0.020949058,0.07973,1.016229,0.05348272,0.18543036,0.75697714,3.947952
98,98.5,0.5,0.19127584,0.00014575824,0.028422877,0.0001282143,0.002547488,0.8553146,32.65964,6.702328e-05,0.28892654,2.3878675e-07,5.5806925e-14,0.019490387,0.07997285,1.0017937,0.054047983,0.18057759,0.74115586,3.8950582
99,99.5,0.5,0.1825048,0.00014726548,0.027440362,0.00012622493,0.002486359,0.85124004,32.619877,6.7811256e-05,0.28531775,2.0133017e-07,4.1446433e-14,0.018725611,0.07989852,0.9908731,0.054765612,0.17671213,0.73379576,3.867417
100,100.5,0.5,0.17724362,0.00014960054,0.026776314,0.00012655668,0.0024855495,0.8494797,32.59444,6.860819e-05,0.28328356,1.663161e-07,3.973131e-14,0.018222949,0.07906007,0.98577887,0.055385638,0.17418867,0.7339185,3.8660345
101,101.5,0.5,0.17395267,0.0001526012,0.026276829,0.00012668395,0.0024951024,0.8456855,32.561226,6.933592e-05,0.28107217,1.3524895e-07,3.709724e-14,0.017782874,0.07807692,0.97854656,0.055485964,0.17050159,0.7314861,3.8521423
102,102.5,0.5,0.17425668,0.0001545502,0.025841078,0.000125456,0.0024747963,0.84106046,32.53484,6.99382e-05,0.2790342,1.05304196e-07,2.942004e-14,0.017139314,0.07733295,0.96856594,0.055184204,0.16607724,0.7258002,3.8223205
103,103.5,0.5,0.17716688,0.00016001062,0.025387583,0.00012380394,0.0024162235,0.83425564,32.502533,7.066484e-05,0.27598876,7.292295e-08,1.785803e-14,0.016127096,0.07683659,0.9587798,0.054572687,0.16178478,0.72025985,3.7944093
104,104.5,0.5,0.18021941,0.0001677352,0.025001757,0.00012269603,0.0023790803,0.825486,32.46923,7.119741e-05,0.27244508,5.1334514e-08,1.1210336e-14,0.01475859,0.07547144,0.95087034,0.053945363,0.15872867,0.7061459,3.7460206
105,105.5,0.5,0.18186082,0.00017048155,0.024446294,0.00012142738,0.0023715163,0.82048905,32.42744,7.1541726e-05,0.26921213,4.274381e-08,1.0193568e-14,0.013251574,0.073652074,0.94326216,0.05329209,0.15587336,0.68139553,3.672025
106,106.5,0.5,0.1813472,0.00016880251,0.023704823,0.00012032311,0.0023526913,0.8166647,32.350533,7.198379e-05,0.26701528,2.8391401e-08,7.125586e-15,0.012066622,0.071841285,0.936257,0.052761406,0.15229715,0.64845717,3.5845716
