FID,X,Y,HNO3,N2O5,NO2,HONO,NO,H2O2,O3,OH,FORM,ISOP,TERP,SO2,NH3,PM25_SO4,PM25_NO3,PM25_NH4,PM25_OC,PM25_TOT
17,17.5,0.5,0.032759316,1.3956751e-05,0.019595938,0.0001290242,0.0021908754,0.8575024,26.627937,6.856611e-05,0.2929983,8.2738603e-07,1.561277e-13,0.023317125,0.12800236,0.89749926,0.0341595,0.062339216,0.11132313,2.6164255
18,18.5,0.5,0.03331174,1.3894866e-05,0.018823868,0.00012373357,0.002117105,0.85872793,26.607199,6.809296e-05,0.29133865,7.7192226e-07,1.415726e-13,0.022934739,0.12856174,0.89455175,0.034584977,0.063476264,0.11174986,2.6169264
19,19.5,0.5,0.033844072,1.4201857e-05,0.01844095,0.00011995999,0.002041489,0.8515398,26.60721,6.7552115e-05,0.2890081,7.4503237e-07,1.336402e-13,0.022469357,0.12951383,0.8909731,0.03471997,0.0646825,0.11221249,2.614224
20,20.5,0.5,0.034182906,1.424897e-05,0.018002434,0.00011585852,0.0019799585,0.8446232,26.602207,6.707222e-05,0.28626215,7.136466e-07,1.2517663e-13,0.022030603,0.13081338,0.88714445,0.034778886,0.065352395,0.11251256,2.6110227
21,21.5,0.5,0.034221716,1.4123694e-05,0.017107697,0.00010847805,0.0018851191,0.8385202,26.483925,6.6045664e-05,0.28288624,6.4638004e-07,1.10091434e-13,0.021249289,0.13287099,0.8828965,0.034994055,0.06602949,0.11271095,2.6080084
22,22.5,0.5,0.034228142,1.3377086e-05,0.015757672,9.720935e-05,0.0017371178,0.83294594,26.155483,6.433382e-05,0.27742952,5.5988534e-07,9.5324044e-14,0.019581253,0.13517147,0.87362397,0.035053663,0.067796014,0.11336967,2.5938184
23,23.5,0.5,0.034266494,1.2300038e-05,0.014360871,8.683895e-05,0.0015874136,0.82087123,25.76643,6.26265e-05,0.26955265,4.9290645e-07,8.46163e-14,0.017774869,0.13544878,0.8631363,0.035144348,0.0703365,0.11400431,2.5767999
24,24.5,0.5,0.034187026,1.123187e-05,0.012967046,7.822156e-05,0.0014499332,0.80538213,25.362383,6.05456e-05,0.2606757,4.3968825e-07,7.601504e-14,0.016211148,0.13420416,0.85316247,0.035153985,0.07276392,0.114427246,2.5576541
25,25.5,0.5,0.033891287,1.04479e-05,0.011947024,7.2362105e-05,0.001359874,0.79327035,25.040419,5.877235e-05,0.25432536,3.975633e-07,7.0460924e-14,0.0153040225,0.13278356,0.8452504,0.035106607,0.07363937,0.114410825,2.5398166
26,26.5,0.5,0.033412825,9.3770295e-06,0.010867501,6.574786e-05,0.001266888,0.787579,24.764149,5.756555e-05,0.24969393,3.4822722e-07,6.3203125e-14,0.014465132,0.13151342,0.83716244,0.034888145,0.074025765,0.11436256,2.5193896
27,27.5,0.5,0.03334104,8.508341e-06,0.009897719,5.8808608e-05,0.0011831053,0.78104186,24.523573,5.6499648e-05,0.2454471,3.0778438e-07,5.880607e-14,0.013467018,0.13081461,0.8263772,0.03452827,0.07543406,0.11481504,2.4963863
28,28.5,0.5,0.033514604,8.061078e-06,0.009020789,5.2180352e-05,0.0010990308,0.773139,24.34672,5.5756165e-05,0.24162592,2.6419565e-07,5.758224e-14,0.012446137,0.1305511,0.81604564,0.034150027,0.07735641,0.115324944,2.4748297
29,29.5,0.5,0.03384984,7.978736e-06,0.008192314,4.643623e-05,0.0010064412,0.7693837,24.347078,5.5388227e-05,0.23867367,2.1353661e-07,4.7457152e-14,0.01154207,0.13048567,0.8092424,0.034096923,0.078731455,0.11574282,2.4625154
30,30.5,0.5,0.03427945,7.998949e-06,0.0074595823,4.24264e-05,0.00093566393,0.7651167,24.341156,5.5163997e-05,0.23585264,1.5951007e-07,3.6580392e-14,0.010805725,0.13041066,0.8030845,0.03419131,0.07978576,0.11622334,2.4521239
31,31.5,0.5,0.034559697,8.125209e-06,0.0069021014,4.004072e-05,0.00091197435,0.75864446,24.31838,5.5127653e-05,0.23255031,1.1458752e-07,2.8224437e-14,0.010187094,0.13017452,0.7966375,0.03424698,0.08060519,0.11652903,2.4392602
32,32.5,0.5,0.034526672,8.45184e-06,0.0066284174,3.9178893e-05,0.0009136084,0.74712574,24.344841,5.523864e-05,0.22923882,9.026537e-08,2.2738686e-14,0.009906281,0.129155,0.7914871,0.034174237,0.08074926,0.116587915,2.4276145
33,33.5,0.5,0.033661544,8.900306e-06,0.006577903,3.8983482e-05,0.0009183341,0.72775364,24.227116,5.5249275e-05,0.22476646,7.658135e-08,2.0533866e-14,0.009726248,0.12561642,0.7862675,0.033964634,0.08049398,0.11621973,2.4125566
34,34.5,0.5,0.032637324,9.234691e-06,0.0065284627,3.8543752e-05,0.0009192344,0.7123038,24.127832,5.5362765e-05,0.22093749,5.89256e-08,1.576011e-14,0.009549725,0.12308538,0.78232914,0.033688467,0.080266416,0.11590052,2.3994195
35,35.5,0.5,0.031696893,9.029805e-06,0.006404042,3.7707385e-05,0.00091455155,0.7014167,23.986477,5.536633e-05,0.21812835,4.2700712e-08,1.1839547e-14,0.009337541,0.12127061,0.7779471,0.033360567,0.08004498,0.115567654,2.385172
36,36.5,0.5,0.030636234,8.150695e-06,0.0061356775,3.603369e-05,0.0009003382,0.69346285,23.732761,5.5256995e-05,0.21608846,2.9342985e-08,9.3370195e-15,0.009090402,0.119942166,0.7718717,0.03289099,0.07998098,0.11509977,2.364942
37,37.5,0.5,0.02934747,7.049919e-06,0.0057755,3.2671524e-05,0.00085954095,0.68468046,23.394781,5.48806e-05,0.21396402,1.5777363e-08,6.0065783e-15,0.008839094,0.11855707,0.7643515,0.032242037,0.07974697,0.11448468,2.3388715
38,38.5,0.5,0.027912537,6.027772e-06,0.005415655,2.8908436e-05,0.0008005657,0.6772912,23.067757,5.42664e-05,0.21242705,5.7772045e-09,2.4744232e-15,0.008707865,0.11747017,0.7579135,0.0315542,0.079485275,0.11410103,2.3143637
39,39.5,0.5,0.026691243,5.3132003e-06,0.005155941,2.6552354e-05,0.00075200514,0.67707837,22.79638,5.3665775e-05,0.2121088,8.401607e-10,3.958243e-16,0.0088512385,0.117965676,0.75541264,0.031120472,0.079097636,0.11399736,2.2992015
40,40.5,0.5,0.02629396,5.1519505e-06,0.005251848,2.7089418e-05,0.000767806,0.69070625,22.76377,5.358097e-05,0.21557358,2.7224106e-10,7.7279746e-17,0.009394833,0.12156561,0.7606165,0.03115341,0.07905235,0.11503721,2.3072596
41,41.5,0.5,0.02613758,5.5226183e-06,0.0055557564,2.8693192e-05,0.00080396957,0.7084321,22.986065,5.389533e-05,0.22021824,3.0212213e-10,7.80028e-17,0.010072535,0.12598696,0.77066547,0.031450946,0.07907028,0.11681226,2.332186
42,42.5,0.5,0.025474045,6.360049e-06,0.0059149857,2.9782488e-05,0.000809724,0.72217697,23.172724,5.376831e-05,0.22455055,5.9958116e-10,8.0057345e-17,0.010806012,0.1289785,0.77903306,0.03134455,0.07865383,0.118279964,2.347878
43,43.5,0.5,0.024921758,7.942759e-06,0.0063777138,3.0383904e-05,0.00077753805,0.74184597,23.30955,5.3060183e-05,0.22967897,1.2072977e-09,9.599937e-17,0.0119255595,0.1300899,0.7896837,0.031212635,0.07790852,0.119422995,2.3615263
44,44.5,0.5,0.024260826,8.427936e-06,0.006416109,3.1236024e-05,0.0007445442,0.7445332,23.042358,5.194898e-05,0.2328442,1.3192687e-09,9.862121e-17,0.012593037,0.12981184,0.7927423,0.030890146,0.07690143,0.11977848,2.3563395
45,45.5,0.5,0.024032848,6.6986695e-06,0.005780458,3.28773e-05,0.0007472813,0.7351813,22.596664,5.0839408e-05,0.23214692,3.8978973e-10,4.602289e-17,0.012231184,0.12928914,0.7571748,0.029973762,0.07314851,0.11362915,2.2475455
46,46.5,0.5,0.01587344,2.9747325e-06,0.005764979,0.00027746047,0.0013043911,0.46092498,18.3095,4.723057e-05,0.21532466,2.7702565e-09,3.0830824e-15,0.012009226,0.09240479,0.73170614,0.027408455,0.069376364,0.105281144,2.1468244
47,47.5,0.5,0.015430877,1.7853579e-06,0.0065413867,0.0005423565,0.0017378106,0.4093399,15.975359,4.3473414e-05,0.20726936,1.28548105e-08,1.2454709e-14,0.012007902,0.08427335,0.7229875,0.024070287,0.06982897,0.10295939,2.0873604
48,48.5,0.5,0.02061179,4.9239925e-06,0.009568492,0.00055531936,0.0020492042,0.54040825,17.741543,4.0521598e-05,0.24298011,5.1496535e-08,3.5971402e-14,0.014435081,0.115808934,0.74976367,0.027582478,0.06779752,0.10723373,2.1956723
49,49.5,0.5,0.0218396,7.774881e-06,0.01205653,0.0010166758,0.0021951087,0.57386,18.418032,4.0345538e-05,0.26307973,1.6937287e-07,6.6589936e-14,0.016594615,0.12751651,0.7761297,0.029495614,0.06541016,0.109065,2.2762914
50,50.5,0.5,0.022331469,1.540668e-05,0.014665008,0.001438519,0.0023438018,0.633317,19.749588,4.1369163e-05,0.28887817,2.4903824e-07,7.337527e-14,0.0200022,0.1348609,0.8572327,0.033066,0.067237146,0.11661254,2.516215
51,51.5,0.5,0.018206378,1.0021681e-05,0.014054878,0.002404145,0.0024454696,0.5233597,18.664167,4.495178e-05,0.2692187,3.8367995e-07,8.423931e-14,0.020813504,0.111393556,0.83396673,0.028371323,0.05998738,0.10628236,2.3886917
52,52.5,0.5,0.020790817,1.411078e-05,0.017740242,0.0019924124,0.0024552182,0.61353076,20.322508,4.5121906e-05,0.29290277,6.867357e-07,1.2218319e-13,0.025725367,0.13116115,0.85885996,0.030744633,0.05404073,0.103660755,2.4701195
53,53.5,0.5,0.019152673,1.1870578e-05,0.017965235,0.0019900426,0.0025705022,0.583265,19.761967,4.555947e-05,0.2818734,7.700838e-07,1.377337e-13,0.027357277,0.12947357,0.90342027,0.031242972,0.052063566,0.1062823,2.5835316
54,54.5,0.5,0.015056108,9.26211e-06,0.015318008,0.0021448378,0.002816266,0.46261278,18.488146,5.021879e-05,0.26230443,5.0562994e-07,8.9241616e-14,0.025339767,0.10149909,0.82454246,0.025478182,0.04853729,0.09609482,2.2898939
55,55.5,0.5,0.016010592,1.31724e-05,0.018518733,0.0025763572,0.0032125828,0.49657673,20.126373,5.167425e-05,0.28953198,6.405195e-07,1.1526572e-13,0.029739104,0.10931221,0.8274329,0.026654921,0.041308332,0.09359285,2.3017285
56,56.5,0.5,0.016701221,2.3162906e-05,0.023252113,0.0025965306,0.003940211,0.5231352,21.57973,5.5584627e-05,0.30597705,8.4906975e-07,1.6197236e-13,0.034330066,0.118865766,0.91091317,0.029948475,0.036228582,0.100265585,2.537453
57,57.5,0.5,0.01861089,2.840731e-05,0.029519528,0.0025106145,0.004645056,0.57698166,23.808634,6.308322e-05,0.31877244,1.320874e-06,2.4953363e-13,0.038614884,0.13632071,0.93288517,0.030578613,0.031134736,0.10006972,2.6109774
58,58.5,0.5,0.018991403,2.6680818e-05,0.036723886,0.003354133,0.00518364,0.545726,24.537037,6.492476e-05,0.31096753,2.2964732e-06,4.3389077e-13,0.04354538,0.13116574,1.035057,0.031935763,0.022367965,0.10347859,2.8896117
59,59.5,0.5,0.017670274,2.337502e-05,0.036276903,0.0043982603,0.005153536,0.49942318,23.702753,6.368882e-05,0.30366042,2.3016682e-06,4.232506e-13,0.044425976,0.12050299,0.9751965,0.030059729,0.018839635,0.09641399,2.6949878
60,60.5,0.5,0.016760295,2.2301461e-05,0.032614805,0.004558359,0.004925356,0.5002759,22.938156,6.289048e-05,0.30605528,1.7500823e-06,3.3911307e-13,0.04191854,0.11498077,0.9850911,0.026686093,0.02342391,0.10040948,2.6849947
61,61.5,0.5,0.017936485,2.4323748e-05,0.03303799,0.0046034846,0.0047805556,0.54312485,23.387989,6.443065e-05,0.31438494,1.6406772e-06,3.2865916e-13,0.042763542,0.12654798,1.0010993,0.027481643,0.025588881,0.10222933,2.7376447
62,62.5,0.5,0.017308928,2.3466062e-05,0.032043353,0.0045361663,0.0044909734,0.53856194,23.238525,6.143583e-05,0.32002515,1.456238e-06,3.0596866e-13,0.043461982,0.12712047,1.0016983,0.028348086,0.02617147,0.10244959,2.7526557
63,63.5,0.5,0.018736957,3.9223087e-05,0.041066032,0.0028531016,0.004936584,0.5764752,25.279484,6.403531e-05,0.34386182,1.8610286e-06,3.196754e-13,0.05190827,0.13833904,1.0558115,0.0313617,0.019946642,0.10178041,2.924731
64,64.5,0.5,0.021342317,4.3732172e-05,0.0480759,0.0022089554,0.0054563005,0.6591995,26.704067,6.9258705e-05,0.34844896,2.6177813e-06,3.8834815e-13,0.05525208,0.1400111,1.1414849,0.033816736,0.016989822,0.10880763,3.1600173
65,65.5,0.5,0.01853619,2.786037e-05,0.041898526,0.0043367143,0.005502048,0.5544855,24.922897,7.1825234e-05,0.31583095,2.7880076e-06,4.1902582e-13,0.0483581,0.11597042,1.0694197,0.029919492,0.016996704,0.10280466,2.9174984
66,66.5,0.5,0.018344803,3.0983836e-05,0.04196792,0.0038070614,0.0053666336,0.5690516,25.197273,7.1856135e-05,0.32370868,2.685803e-06,4.1353043e-13,0.04886035,0.11070216,1.0761756,0.030008888,0.01872515,0.10656854,2.93129
67,67.5,0.5,0.020284615,4.17322e-05,0.044211954,0.0026687,0.005245081,0.67509234,26.032875,6.93713e-05,0.34929308,2.3040777e-06,3.6728877e-13,0.05212111,0.12280562,1.0503166,0.030208323,0.019269153,0.11085545,2.8722005
68,68.5,0.5,0.020208966,4.0563467e-05,0.0399832,0.002800867,0.0048848074,0.68578756,25.433239,6.6606604e-05,0.3503156,1.7067498e-06,3.1835138e-13,0.049153954,0.13282178,1.0700663,0.02932356,0.026139548,0.13103253,2.9536824
69,69.5,0.5,0.02090067,3.2563043e-05,0.03301189,0.0027986162,0.0045115,0.6850864,23.851198,6.245083e-05,0.3450422,1.1282884e-06,2.6717008e-13,0.04211303,0.12800962,1.0189443,0.027492793,0.044264592,0.16838416,2.8694043
70,70.5,0.5,0.025298087,4.4695615e-05,0.029947856,0.0016077916,0.004139716,0.7073294,23.137957,5.6949335e-05,0.3463036,7.07773e-07,1.8094194e-13,0.036454182,0.12826164,0.9600168,0.028263254,0.064791605,0.22198638,2.8231199
71,71.5,0.5,0.029924143,5.6745805e-05,0.028795429,0.0016440961,0.0041131154,0.6787832,22.233086,5.558679e-05,0.3321425,5.734364e-07,1.4678647e-13,0.032757305,0.12109623,0.94525594,0.029101385,0.07848133,0.26765272,2.8641496
72,72.5,0.5,0.03402605,7.629503e-05,0.0297298,0.0017399136,0.0041341255,0.6576836,22.132519,5.606398e-05,0.324775,5.584668e-07,1.3753449e-13,0.03164709,0.11334719,0.93361264,0.029941196,0.088006526,0.30619162,2.8993626
73,73.5,0.5,0.037879378,9.859039e-05,0.032287125,0.0018376743,0.0041041845,0.63599986,22.392855,5.5350414e-05,0.31670406,6.897127e-07,1.4655142e-13,0.032277666,0.10852745,0.94111913,0.030737951,0.09628201,0.35154045,2.9935849
74,74.5,0.5,0.04107389,0.00011776559,0.034355126,0.0017758514,0.0039894814,0.5870368,22.150284,5.417579e-05,0.29728115,7.983092e-07,1.5951086e-13,0.03187814,0.10022555,0.9397007,0.030225297,0.10513419,0.40111706,3.055121
75,75.5,0.5,0.044037014,0.00012794253,0.034904804,0.0013143478,0.0039701215,0.54609936,22.762798,5.6165627e-05,0.29515827,5.49935e-07,1.1898623e-13,0.03043108,0.093566164,0.9233094,0.030291243,0.11568611,0.44343787,3.0725677
76,76.5,0.5,0.04769349,0.00013200672,0.033134885,0.0018803332,0.00418085,0.47746485,22.32079,5.6715882e-05,0.2707185,3.2009368e-07,8.174168e-14,0.02811211,0.07401225,0.9063151,0.028026424,0.1205613,0.4698378,3.0290272
77,77.5,0.5,0.056384392,0.00016429943,0.036601927,0.0013166948,0.0047238874,0.4750352,23.716463,6.0170016e-05,0.27123672,2.8492857e-07,6.731441e-14,0.030243874,0.06573423,0.91900593,0.027011415,0.12077457,0.48616296,3.0417175
78,78.5,0.5,0.060057465,0.00014422878,0.037581936,0.0015037431,0.005145782,0.42634892,23.62094,6.364037e-05,0.24908471,3.8590397e-07,5.691491e-14,0.030632846,0.05617911,0.9264263,0.02740058,0.1142525,0.4784147,3.0084686
79,79.5,0.5,0.07348716,0.0001676468,0.04238277,0.0013038751,0.0056442115,0.44789845,25.372467,6.990729e-05,0.27067837,6.975425e-07,5.1861452e-14,0.036528558,0.047663685,0.9729877,0.031233447,0.11329533,0.50770694,3.1395361
80,80.5,0.5,0.08697297,0.00019932378,0.04793438,0.001455632,0.0059793214,0.48384267,26.273424,7.187021e-05,0.2927967,1.1612984e-06,9.966959e-14,0.04269527,0.039821144,1.0022237,0.030689146,0.111671716,0.5278136,3.1702833
81,81.5,0.5,0.10750733,0.00026269807,0.056880284,0.001704014,0.0061421045,0.5240879,27.444117,7.146198e-05,0.31211817,1.6554185e-06,3.8497393e-13,0.05117179,0.043917112,1.0829812,0.032942995,0.11744674,0.5959228,3.468146
82,82.5,0.5,0.16228148,0.0003794252,0.07263647,0.00093586295,0.0068518533,0.64222527,30.23747,7.3048875e-05,0.35281852,2.4828603e-06,4.3057693e-12,0.062755294,0.07585678,1.1900287,0.044168424,0.12932268,0.6775916,3.9227133
83,83.5,0.5,0.22955362,0.0005256296,0.085311756,0.00057106884,0.008139539,0.73921037,32.26327,7.883744e-05,0.37013635,2.963368e-06,5.597741e-11,0.070552535,0.12039637,1.2113793,0.050250854,0.12889919,0.6889931,4.068791
84,84.5,0.5,0.228576,0.0007623067,0.090370886,0.00067801407,0.008773745,0.74482626,31.951717,7.9379635e-05,0.36789024,2.8168172e-06,4.346012e-10,0.06539239,0.13272507,1.183949,0.046279155,0.123944685,0.6376224,3.9266696
85,85.5,0.5,0.24622989,0.0013382238,0.1044778,0.0009165083,0.009539461,0.7573714,31.792751,8.013046e-05,0.36746374,2.661112e-06,3.674045e-09,0.060454722,0.14570928,1.1470221,0.046677236,0.11941325,0.59058815,3.7848754
86,86.5,0.5,0.29263726,0.0022323914,0.12941834,0.0014507909,0.0113964,0.7740717,31.826706,8.216244e-05,0.36950624,2.4689116e-06,1.3776816e-08,0.05811538,0.15441254,1.1181158,0.05174388,0.12891163,0.5836839,3.7343113
87,87.5,0.5,0.34203607,0.003141138,0.14878407,0.0020713594,0.0125866085,0.8034243,31.893072,8.246207e-05,0.3691007,2.1395174e-06,1.9642794e-08,0.057266954,0.15052922,1.0871035,0.058521863,0.13989261,0.58429784,3.6968498
88,88.5,0.5,0.3687243,0.0034697934,0.14151615,0.0020445364,0.011509147,0.84178746,32.170815,8.087672e-05,0.36430392,1.7121897e-06,2.627827e-08,0.051864963,0.12501495,1.0672722,0.056737117,0.15241359,0.583289,3.653236
89,89.5,0.5,0.38161248,0.004139675,0.14308107,0.0016377149,0.009794135,0.8750265,32.63106,7.983189e-05,0.3554806,1.5102413e-06,7.7207524e-08,0.046360616,0.10758456,1.072379,0.05491626,0.1710418,0.6086549,3.7022896
90,90.5,0.5,0.4404629,0.0048178006,0.15931879,0.0015088441,0.0085331565,0.8843511,33.17123,7.609124e-05,0.34973395,1.8035254e-06,3.0321374e-07,0.04723649,0.11315033,1.1023247,0.062081236,0.19691834,0.685282,3.9152768
91,91.5,0.5,0.5117196,0.0048463303,0.16512297,0.0013783788,0.0075648525,0.8859763,33.713383,7.451549e-05,0.34390065,1.9144845e-06,4.7357665e-07,0.047294945,0.11688228,1.1303381,0.0726987,0.22010371,0.7501671,4.1052184
92,92.5,0.5,0.5860013,0.004727544,0.16122776,0.0012086338,0.0076751034,0.87816566,34.119698,7.362327e-05,0.33666968,1.1643641e-06,2.603559e-07,0.045092832,0.10951647,1.1592764,0.08687488,0.24084115,0.8003468,4.2721424
93,93.5,0.5,0.64206177,0.0045296657,0.16057998,0.001168676,0.008837738,0.8672991,34.339863,7.4197225e-05,0.33358678,5.013552e-07,3.823199e-08,0.043615755,0.09767018,1.1721138,0.09359738,0.2512248,0.8246095,4.349069
94,94.5,0.5,0.67033213,0.004453671,0.16591477,0.0012209883,0.010346071,0.85839504,34.381195,7.481254e-05,0.33306903,3.583643e-07,1.9176328e-08,0.042613957,0.09180852,1.1690798,0.09228124,0.25034004,0.82513607,4.3407273
95,95.5,0.5,0.667005,0.004533297,0.17032179,0.001261752,0.01060084,0.8532313,34.366253,7.519042e-05,0.33177614,3.063396e-07,2.407164e-09,0.04071306,0.08679691,1.158107,0.08043235,0.24194045,0.8088066,4.27476
96,96.5,0.5,0.59993607,0.004153001,0.15575308,0.0010377596,0.008206238,0.85872334,34.36548,7.291223e-05,0.32749128,2.9006333e-07,1.2383252e-09,0.03552846,0.08123257,1.1429571,0.069477536,0.23291332,0.78909343,4.1958284
97,97.5,0.5,0.5018373,0.0029846383,0.12006995,0.0007229016,0.005945891,0.87076795,34.360527,7.161083e-05,0.3207424,2.716414e-07,4.4310497e-09,0.030526558,0.0777894,1.1197956,0.06271462,0.2236713,0.7602686,4.094325
98,98.5,0.5,0.4128135,0.0020084265,0.08614462,0.00050333695,0.0046880804,0.88091785,34.377197,7.093321e-05,0.3142022,2.4165698e-07,4.327595e-09,0.026694473,0.07490379,1.0953155,0.059421744,0.21398644,0.727148,3.9808037
99,99.5,0.5,0.35529917,0.0013758532,0.06277052,0.0003400306,0.003676837,0.8838045,34.387886,7.05247e-05,0.3081022,2.0261263e-07,2.3918174e-09,0.024578534,0.072423704,1.0777394,0.057874832,0.20736736,0.7056749,3.907384
100,100.5,0.5,0.33005136,0.00092377985,0.050552327,0.00026221885,0.003188471,0.88557696,34.355812,7.049894e-05,0.303424,1.6687267e-07,1.7213074e-09,0.023656879,0.070786774,1.0686415,0.057631366,0.20262037,0.69223464,3.866428
101,101.5,0.5,0.31748083,0.00044696953,0.037979305,0.00021011957,0.0029784804,0.8816229,34.300133,7.095988e-05,0.3001436,1.3525826e-07,4.6240987e-11,0.022903964,0.069246314,1.0575669,0.057364475,0.19697465,0.67448884,3.8106866
102,102.5,0.5,0.30861992,0.00034065734,0.034541953,0.00017436488,0.0028758235,0.8750626,34.190765,7.140146e-05,0.2964674,1.0531394e-07,1.713168e-12,0.021945767,0.06743849,1.0420587,0.05679881,0.19064546,0.65107864,3.735079
103,103.5,0.5,0.2965722,0.00030379562,0.032174964,0.00015500786,0.0027181741,0.8645682,34.01371,7.172044e-05,0.29018626,7.293171e-08,1.1722257e-13,0.02048576,0.06542276,1.0265312,0.055674866,0.18466397,0.6254025,3.652537
104,104.5,0.5,0.2815642,0.00025725324,0.029338757,0.00013770218,0.0025567776,0.85126823,33.767223,7.1557544e-05,0.28289038,5.1341395e-08,1.9375945e-14,0.018621761,0.063930295,1.0122517,0.05421439,0.17952637,0.6029121,3.5765903
105,105.5,0.5,0.2646389,0.00023131495,0.0275321,0.00012664647,0.002471146,0.84139675,33.507084,7.115397e-05,0.276516,4.2748823e-08,1.0982249e-14,0.016779404,0.06275154,0.9982783,0.052846875,0.17461117,0.58086115,3.5027099
106,106.5,0.5,0.24460506,0.00020265502,0.025756912,0.000117623225,0.002394638,0.833766,33.23284,7.094833e-05,0.27182958,2.8396029e-08,7.1854305e-15,0.015411236,0.062037565,0.98497134,0.05193855,0.16908039,0.55776644,3.430342
