FID,X,Y,HNO3,N2O5,NO2,HONO,NO,H2O2,O3,OH,FORM,ISOP,TERP,SO2,NH3,PM25_SO4,PM25_NO3,PM25_NH4,PM25_OC,PM25_TOT
18,18.5,0.5,0.033310432,1.3895452e-05,0.018824246,0.00012373629,0.0021171828,0.8587464,26.60653,6.809218e-05,0.29133695,7.719228e-07,1.4157235e-13,0.022934156,0.1285857,0.8945258,0.034584995,0.06346845,0.11179482,2.6169646
19,19.5,0.5,0.03384266,1.4202474e-05,0.018441377,0.000119963006,0.0020415813,0.85155886,26.606607,6.755155e-05,0.28900683,7.450338e-07,1.3364078e-13,0.022468744,0.1295387,0.8909472,0.03472001,0.064674616,0.11226209,2.614272
20,20.5,0.5,0.034181308,1.4249597e-05,0.01800291,0.00011586219,0.0019800758,0.8446436,26.60156,6.70709e-05,0.28626123,7.1364855e-07,1.2517758e-13,0.022029903,0.13084014,0.88711834,0.03477899,0.065344565,0.11256685,2.6110773
21,21.5,0.5,0.03421992,1.412435e-05,0.017108167,0.00010848119,0.0018852494,0.83853775,26.483257,6.604408e-05,0.28288567,6.463834e-07,1.10092714e-13,0.021248579,0.13289899,0.88286835,0.034994166,0.06602139,0.11276756,2.608065
22,22.5,0.5,0.034225963,1.3377692e-05,0.015758146,9.721191e-05,0.0017372621,0.83295506,26.154573,6.433087e-05,0.27742812,5.59891e-07,9.532566e-14,0.01958049,0.13520306,0.87359375,0.035053805,0.067787,0.11342525,2.593866
23,23.5,0.5,0.034263667,1.2300474e-05,0.014361225,8.6839675e-05,0.001587518,0.82086,25.765144,6.262146e-05,0.26954958,4.929144e-07,8.461865e-14,0.017773908,0.1354864,0.86310077,0.035144452,0.07032593,0.11405235,2.5768201
24,24.5,0.5,0.034183428,1.1232273e-05,0.0129673015,7.822212e-05,0.0014499547,0.8053478,25.360687,6.0540406e-05,0.26067,4.3969288e-07,7.601634e-14,0.016209792,0.1342479,0.8531201,0.03515402,0.07275125,0.1144662,2.5576391
25,25.5,0.5,0.033886943,1.0448119e-05,0.011947312,7.236334e-05,0.0013598952,0.79321,25.038439,5.8767644e-05,0.2543176,3.9756944e-07,7.046358e-14,0.015302304,0.13283473,0.8452022,0.035106562,0.07362477,0.11444546,2.5397818
26,26.5,0.5,0.033407785,9.3773015e-06,0.010867764,6.57494e-05,0.0012669382,0.7874927,24.761753,5.756132e-05,0.24968423,3.482418e-07,6.321266e-14,0.014462905,0.13157018,0.8371042,0.034887988,0.074008524,0.114386,2.5193107
27,27.5,0.5,0.03333561,8.508845e-06,0.009897997,5.881077e-05,0.0011832315,0.7809292,24.520676,5.6494308e-05,0.24543652,3.0780836e-07,5.88222e-14,0.013463889,0.13087708,0.8263074,0.03452814,0.07541408,0.11482136,2.4962478
28,28.5,0.5,0.033508826,8.062121e-06,0.009021006,5.2182393e-05,0.0010991701,0.77299035,24.343344,5.5750123e-05,0.2416151,2.6421466e-07,5.759885e-14,0.012442184,0.13062188,0.8159653,0.03414982,0.077333294,0.1153117,2.4746263
29,29.5,0.5,0.033843596,7.980542e-06,0.008192496,4.643817e-05,0.0010065675,0.76920766,24.34339,5.5380806e-05,0.23865801,2.1355193e-07,4.7470264e-14,0.0115373675,0.13056149,0.80915487,0.034096505,0.07870562,0.115716025,2.4622664
30,30.5,0.5,0.034272574,8.001038e-06,0.0074596363,4.2426956e-05,0.0009357632,0.76492375,24.336746,5.5153545e-05,0.23583128,1.5952892e-07,3.6593257e-14,0.010800154,0.13049127,0.802983,0.034190666,0.07975685,0.11616775,2.4517848
31,31.5,0.5,0.03455155,8.1268145e-06,0.0069017923,4.0038223e-05,0.00091200264,0.75839853,24.31279,5.5114615e-05,0.2325213,1.1461245e-07,2.8239728e-14,0.010180571,0.1302626,0.79650915,0.03424601,0.08056805,0.11640957,2.4387338
32,32.5,0.5,0.03451651,8.4533585e-06,0.0066272756,3.91716e-05,0.0009134834,0.7468025,24.337404,5.5222838e-05,0.22919701,9.027697e-08,2.2744954e-14,0.009898175,0.12924658,0.7913326,0.03417286,0.08070416,0.116390936,2.4268677
33,33.5,0.5,0.03364833,8.900485e-06,0.0065753916,3.8970615e-05,0.0009180839,0.7273396,24.217669,5.5230084e-05,0.22470495,7.659083e-08,2.0536388e-14,0.009715902,0.12571214,0.78608596,0.033962753,0.08044183,0.11593495,2.4115698
34,34.5,0.5,0.032620993,9.232457e-06,0.006523764,3.8524013e-05,0.00091877976,0.7117984,24.116884,5.5341636e-05,0.22085527,5.8930503e-08,1.5760315e-14,0.009537646,0.12318184,0.78211534,0.033685863,0.08020584,0.11550738,2.398137
35,35.5,0.5,0.031675976,9.024242e-06,0.006395715,3.7678685e-05,0.00091396016,0.70079035,23.97347,5.5341196e-05,0.2180091,4.270148e-08,1.1838358e-14,0.009323355,0.121359505,0.7776832,0.0333568,0.07997088,0.11498614,2.3833935
36,36.5,0.5,0.030609358,8.138951e-06,0.006120955,3.599118e-05,0.000899531,0.6925243,23.715193,5.522721e-05,0.21591277,2.9355904e-08,9.346027e-15,0.00907302,0.12002366,0.77151793,0.032885328,0.07987992,0.11423322,2.3623774
37,37.5,0.5,0.029309567,7.0320307e-06,0.0057529034,3.2602755e-05,0.0008582824,0.68336225,23.368053,5.48386e-05,0.2136731,1.5808533e-08,6.0369508e-15,0.008815732,0.11862444,0.76386565,0.032234006,0.07960506,0.11322137,2.335219
38,38.5,0.5,0.027854607,6.0063185e-06,0.005386246,2.8808428e-05,0.0007986111,0.6753176,23.032919,5.421078e-05,0.21201009,5.800264e-09,2.4931587e-15,0.00867558,0.11754129,0.7572901,0.0315422,0.079298824,0.11231068,2.3093195
39,39.5,0.5,0.026616924,5.2898804e-06,0.0051219664,2.6413538e-05,0.000748798,0.67455447,22.754576,5.3579188e-05,0.21158706,8.4881785e-10,3.9997608e-16,0.008813213,0.11803254,0.75460714,0.031103913,0.07885153,0.111689545,2.2927377
40,40.5,0.5,0.026200024,5.1258926e-06,0.0052113365,2.6890213e-05,0.00076285284,0.68754596,22.712336,5.3453554e-05,0.21493584,2.7689076e-10,7.7938546e-17,0.009349357,0.12163823,0.75963235,0.031133411,0.07874517,0.11215655,2.2992837
41,41.5,0.5,0.026020207,5.4939464e-06,0.0055100597,2.8435332e-05,0.0007970515,0.70475674,22.928904,5.373974e-05,0.21948558,3.0695982e-10,7.824775e-17,0.010016283,0.12607032,0.7695132,0.031427532,0.07871317,0.11337218,2.3226774
42,42.5,0.5,0.025332212,6.3295674e-06,0.0058655282,2.9476409e-05,0.00080120616,0.7179122,23.109955,5.3595148e-05,0.22372134,6.0660654e-10,8.059648e-17,0.010738198,0.1290685,0.77771837,0.031318054,0.07824982,0.11424586,2.3367236
43,43.5,0.5,0.024745252,7.904288e-06,0.0063145016,2.9925939e-05,0.0007650791,0.73699003,23.242212,5.2858246e-05,0.2286819,1.2183202e-09,9.802046e-17,0.011843238,0.13015668,0.7881988,0.031181889,0.077451356,0.11482904,2.3488584
44,44.5,0.5,0.024054214,8.372591e-06,0.0063404143,3.0562725e-05,0.00073067,0.7393996,22.965912,5.1725023e-05,0.23170908,1.3399422e-09,1.0463137e-16,0.012497428,0.12988555,0.7910775,0.03085346,0.07638496,0.11469853,2.3423336
45,45.5,0.5,0.023824539,6.6333287e-06,0.0057047824,3.1860254e-05,0.0007355295,0.73040676,22.523642,5.066525e-05,0.23101485,3.945353e-10,4.7695542e-17,0.012136838,0.12936215,0.7555008,0.029930772,0.07263851,0.10868324,2.2337344
46,46.5,0.5,0.015744625,2.9532384e-06,0.005712028,0.00027210198,0.0012937797,0.458394,18.260466,4.709692e-05,0.21447057,2.7769715e-09,3.0928102e-15,0.011932819,0.09240422,0.73020655,0.027369704,0.06895062,0.10116141,2.134989
47,47.5,0.5,0.015252506,1.7511904e-06,0.00647653,0.000535092,0.0017226612,0.40634996,15.92101,4.3305034e-05,0.20629707,1.2868018e-08,1.24872596e-14,0.011926707,0.08427799,0.72143674,0.024019318,0.06938945,0.098973006,2.0756714
48,48.5,0.5,0.02035222,4.837685e-06,0.009486151,0.00054890657,0.0020323347,0.53630745,17.676432,4.0350038e-05,0.2417586,5.1520825e-08,3.603313e-14,0.014334372,0.11581513,0.74822056,0.027498852,0.06733216,0.10285633,2.1831892
49,49.5,0.5,0.021612564,7.681308e-06,0.01198971,0.0010086005,0.002180391,0.5702765,18.361162,4.0202332e-05,0.26200137,1.6941782e-07,6.6650956e-14,0.016504942,0.12751196,0.7747194,0.029404383,0.06499281,0.1050148,2.2646534
50,50.5,0.5,0.022195803,1.5327583e-05,0.014625975,0.0014331044,0.0023361559,0.63102853,19.712202,4.1285373e-05,0.2882392,2.4907564e-07,7.3415266e-14,0.019943612,0.13487905,0.856249,0.032996193,0.06694,0.11362453,2.5078351
51,51.5,0.5,0.01817128,1.001005e-05,0.014048176,0.0024021666,0.0024453653,0.5226211,18.651268,4.4923494e-05,0.26909682,3.8369984e-07,8.426027e-14,0.020795986,0.11144129,0.8334788,0.028343188,0.059853405,0.105254024,2.385496
52,52.5,0.5,0.020770557,1.41056e-05,0.017737497,0.0019921619,0.0024547768,0.6130894,20.315475,4.5098255e-05,0.29284903,6.867845e-07,1.2220432e-13,0.025719302,0.13123523,0.85875595,0.030731281,0.054013725,0.10373037,2.4700632
53,53.5,0.5,0.01913263,1.1865647e-05,0.01796321,0.0019896778,0.0025704873,0.5828851,19.754356,4.553502e-05,0.28183815,7.7012317e-07,1.3774833e-13,0.02735549,0.12958229,0.90349835,0.031232908,0.05209052,0.10675177,2.5846906
54,54.5,0.5,0.015033047,9.251664e-06,0.015313955,0.0021442561,0.0028158466,0.46222284,18.479485,5.018595e-05,0.26226664,5.056685e-07,8.92465e-14,0.025338335,0.10160226,0.8247661,0.025466083,0.048598967,0.09674324,2.2917228
55,55.5,0.5,0.015981246,1.3151209e-05,0.018512767,0.0025755211,0.0032119711,0.4961018,20.116568,5.1635747e-05,0.28949457,6.4060737e-07,1.1527511e-13,0.02973614,0.10942612,0.8276749,0.02663877,0.04137986,0.094295405,2.3037255
56,56.5,0.5,0.016665434,2.3135966e-05,0.023242494,0.0025954978,0.003938698,0.52269065,21.569267,5.554152e-05,0.30593446,8.4924824e-07,1.6201163e-13,0.03432609,0.1190038,0.91120213,0.029926782,0.03630709,0.10097935,2.5395603
57,57.5,0.5,0.01856359,2.8378065e-05,0.02950445,0.0025100326,0.0046408055,0.57638675,23.795847,6.302325e-05,0.3187252,1.3210222e-06,2.4956946e-13,0.038610432,0.13649599,0.9332117,0.03054951,0.031227311,0.10078069,2.6131322
58,58.5,0.5,0.018920878,2.6648357e-05,0.03670547,0.0033536192,0.005177648,0.54492223,24.52305,6.485371e-05,0.3109006,2.2966647e-06,4.3394463e-13,0.04354084,0.13138162,1.0353965,0.031900465,0.022466578,0.10424375,2.8918843
59,59.5,0.5,0.017584844,2.3324037e-05,0.03625793,0.004397707,0.0051470483,0.49848497,23.687712,6.360917e-05,0.3035465,2.3018765e-06,4.233149e-13,0.04442083,0.12072944,0.9755665,0.03000922,0.018946089,0.09724404,2.6974428
60,60.5,0.5,0.016660443,2.2226006e-05,0.032591924,0.004556943,0.004918346,0.4992034,22.921362,6.280754e-05,0.30590636,1.7502317e-06,3.3916766e-13,0.041913923,0.11521561,0.98562866,0.026618406,0.023573536,0.1014256,2.6881194
61,61.5,0.5,0.01778044,2.4184088e-05,0.03300009,0.0046003913,0.0047699073,0.5417339,23.364304,6.432843e-05,0.31406713,1.6408051e-06,3.2869906e-13,0.04276119,0.12682506,1.0017757,0.027390676,0.025792962,0.10345436,2.7414496
62,62.5,0.5,0.017110437,2.3262699e-05,0.03197723,0.0045247762,0.0044773268,0.5370729,23.21341,6.13451e-05,0.31959492,1.4563765e-06,3.0597467e-13,0.04346172,0.12739258,1.0027267,0.028243622,0.026481118,0.10378523,2.7573895
63,63.5,0.5,0.018668296,3.904188e-05,0.041027185,0.0028449476,0.00493249,0.5759896,25.268148,6.401756e-05,0.3436302,1.8620608e-06,3.196908e-13,0.05189889,0.1384788,1.0566031,0.031309042,0.020170493,0.10253003,2.9279037
64,64.5,0.5,0.021319963,4.3628304e-05,0.048055734,0.0022040866,0.0054546306,0.6591641,26.70067,6.9259106e-05,0.34842905,2.6194725e-06,3.8845563e-13,0.05523944,0.1401309,1.1418209,0.033793263,0.017089648,0.10910654,3.1613393
65,65.5,0.5,0.018504694,2.7738452e-05,0.041870765,0.004330787,0.005499102,0.5543093,24.918856,7.1826806e-05,0.3157622,2.7904462e-06,4.1937268e-13,0.048356667,0.1161562,1.069891,0.029910732,0.017132496,0.10308428,2.9190345
66,66.5,0.5,0.018245235,3.079006e-05,0.04192661,0.0038009742,0.005363787,0.5686718,25.193357,7.186917e-05,0.3236372,2.6888322e-06,4.1398043e-13,0.048874013,0.11104099,1.0769994,0.030005261,0.01892256,0.10705162,2.9339197
67,67.5,0.5,0.02009773,4.1786265e-05,0.04418404,0.0026660757,0.005246195,0.6743222,26.033802,6.943373e-05,0.34930012,2.3060263e-06,3.675148e-13,0.05216813,0.12328449,1.0519091,0.030251116,0.019715616,0.11154642,2.876576
68,68.5,0.5,0.020017292,4.1449755e-05,0.040071648,0.0027998998,0.004909777,0.68430364,25.44194,6.6805136e-05,0.3504967,1.7074625e-06,3.1805537e-13,0.049261767,0.1336248,1.0737087,0.029494654,0.027193759,0.13164945,2.9617038
69,69.5,0.5,0.021405375,3.4781817e-05,0.03334653,0.0028192643,0.0046025715,0.6810721,23.878988,6.297568e-05,0.34606072,1.1303075e-06,2.6637863e-13,0.042411286,0.12980495,1.0268154,0.028015882,0.046885725,0.1695287,2.8860803
70,70.5,0.5,0.02734926,5.5401288e-05,0.03091369,0.001663492,0.0043150997,0.70223767,23.192728,5.786555e-05,0.34932667,7.0868924e-07,1.7958236e-13,0.036992386,0.13177088,0.97323775,0.029274227,0.069423,0.22472064,2.8531456
71,71.5,0.5,0.034358196,7.427919e-05,0.03038259,0.0017244035,0.0043607145,0.67342526,22.318062,5.684118e-05,0.33688143,5.7012016e-07,1.4520263e-13,0.03355372,0.12565613,0.96190506,0.0305292,0.08492698,0.2724922,2.9058983
72,72.5,0.5,0.040615134,0.00010115565,0.03185176,0.0018561693,0.004417078,0.6518678,22.232285,5.744409e-05,0.3304143,5.505817e-07,1.3547979e-13,0.032699488,0.11899744,0.9530426,0.031613942,0.095819324,0.3130616,2.9514844
73,73.5,0.5,0.047105677,0.00013535595,0.035064247,0.002004713,0.004410777,0.63023317,22.504877,5.6877194e-05,0.3234344,6.805014e-07,1.4381149e-13,0.03357664,0.115485914,0.9639437,0.03252895,0.10565843,0.36080995,3.0576644
74,74.5,0.5,0.05334517,0.00016862588,0.03784165,0.0019659402,0.0043119257,0.581542,22.287016,5.5848133e-05,0.30471912,7.922517e-07,1.5670485e-13,0.033339616,0.10841053,0.96578115,0.032195088,0.11641089,0.41286469,3.1315546
75,75.5,0.5,0.059443578,0.00018597922,0.038939442,0.0014788787,0.004375673,0.5408129,22.924856,5.8201204e-05,0.30309153,5.478826e-07,1.1755104e-13,0.032092437,0.10219263,0.9514281,0.032487843,0.12929174,0.45725223,3.1588025
76,76.5,0.5,0.068578735,0.00019342318,0.03745869,0.0020525877,0.0047211293,0.47171092,22.4989,5.9024147e-05,0.27809766,3.1964137e-07,8.115012e-14,0.029894758,0.08258954,0.9352313,0.031039827,0.1353041,0.48477843,3.1210208
77,77.5,0.5,0.083615,0.00023425688,0.04140057,0.0014358849,0.0054127,0.46786186,23.893883,6.272877e-05,0.27770236,2.8555675e-07,6.718592e-14,0.032348495,0.07618088,0.9478848,0.03304438,0.13602757,0.5013672,3.1379561
78,78.5,0.5,0.09387825,0.0002070355,0.04278372,0.0016190304,0.0059824935,0.41874406,23.79309,6.6315515e-05,0.25549573,3.8563027e-07,5.735855e-14,0.0328277,0.067274414,0.95411164,0.037990835,0.13019489,0.4928056,3.1062076
79,79.5,0.5,0.11441736,0.00023886425,0.04799504,0.0014169682,0.0065717255,0.43774614,25.506618,7.245878e-05,0.2764135,6.9780975e-07,5.159466e-14,0.039013628,0.05913659,1.0006149,0.05238534,0.13282363,0.52249736,3.2525434
80,80.5,0.5,0.1296333,0.00028097656,0.054120027,0.0015859765,0.0068844617,0.47141638,26.363134,7.383696e-05,0.29740703,1.1623501e-06,8.47944e-14,0.04540801,0.050021034,1.0303909,0.062005304,0.13445592,0.54245865,3.2970397
81,81.5,0.5,0.14834902,0.00038666025,0.06469682,0.0018553158,0.0067888247,0.51044303,27.44329,7.242502e-05,0.3146295,1.6593654e-06,2.9226337e-13,0.054419853,0.05784252,1.1127324,0.06927541,0.14079389,0.61306787,3.6097639
82,82.5,0.5,0.24035023,0.0008477012,0.08961895,0.0011329246,0.007774434,0.6217648,30.070215,7.357224e-05,0.35660845,2.5025386e-06,2.8815542e-12,0.06717956,0.102782376,1.2179205,0.08658364,0.15245466,0.69925106,4.078136
83,83.5,0.5,0.31224227,0.0014542917,0.11363484,0.0008385162,0.010009199,0.71524173,31.822542,7.95498e-05,0.37283605,2.9978276e-06,4.844431e-11,0.076328665,0.17045887,1.2344769,0.07517475,0.14426544,0.71326005,4.202135
84,84.5,0.5,0.29679948,0.0020109827,0.122970924,0.0009546031,0.011657631,0.7234325,31.404543,7.997157e-05,0.3684255,2.9208227e-06,5.044248e-10,0.07029248,0.18896578,1.2046452,0.062066015,0.13588941,0.66023546,4.044206
85,85.5,0.5,0.28788182,0.002614338,0.13496685,0.0010963264,0.013313464,0.73858243,31.155909,7.9278245e-05,0.36381122,2.8903253e-06,5.092986e-09,0.06605592,0.21341036,1.1675566,0.06108609,0.13094725,0.6071773,3.8889465
86,86.5,0.5,0.28873903,0.0023978918,0.14025709,0.001277532,0.01426261,0.7597183,31.086428,7.798428e-05,0.3606021,2.8507495e-06,2.1457344e-08,0.06727852,0.24278581,1.1358289,0.070504986,0.1405636,0.59689385,3.8341923
87,87.5,0.5,0.2823763,0.0025273194,0.14054939,0.0014264989,0.013222425,0.79511917,31.196611,7.600489e-05,0.35649833,2.6591715e-06,3.8018232e-08,0.06966086,0.25879297,1.095788,0.068474665,0.14539684,0.5929757,3.7613282
88,88.5,0.5,0.25650388,0.0018567791,0.10943346,0.0010888281,0.008316356,0.8393141,31.630917,7.3906274e-05,0.35131803,2.456918e-06,6.03906e-08,0.06248517,0.20933,1.0701103,0.056987997,0.15269648,0.587016,3.6871338
89,89.5,0.5,0.27814868,0.0010918693,0.07344513,0.00066660164,0.005944797,0.8760013,32.399155,7.205058e-05,0.34717554,2.7437281e-06,1.9909136e-07,0.053853966,0.16673648,1.0751872,0.05768437,0.17173056,0.60454655,3.7239237
90,90.5,0.5,0.33231547,0.001175012,0.07274124,0.00055028393,0.004988175,0.8966599,33.07562,6.980844e-05,0.34659946,3.6173199e-06,5.9293427e-07,0.053133942,0.17749174,1.1003085,0.066518515,0.19668648,0.67916965,3.9312897
91,91.5,0.5,0.3904946,0.0011445223,0.07190387,0.0005095723,0.0046867374,0.909498,33.7546,6.994292e-05,0.34897023,3.7386687e-06,7.9870864e-07,0.05038427,0.18084802,1.1217209,0.07604987,0.21745567,0.74045783,4.1066737
92,92.5,0.5,0.44701755,0.001093105,0.07250189,0.00047591477,0.0051494734,0.91394037,34.341526,7.0598086e-05,0.35056615,1.999761e-06,3.8342733e-07,0.043620873,0.16956261,1.1450255,0.08759963,0.23577622,0.7826251,4.247141
93,93.5,0.5,0.49266475,0.0010126613,0.07346547,0.00048986956,0.0060565094,0.91043466,34.675407,7.143963e-05,0.35317573,6.2660104e-07,3.8974026e-08,0.03878679,0.14822942,1.1530573,0.09431743,0.24448968,0.79560256,4.2928514
94,94.5,0.5,0.5227379,0.00097398343,0.07695023,0.0005621905,0.007140292,0.9010867,34.844524,7.254953e-05,0.3551156,3.7423953e-07,1.6391116e-08,0.036496792,0.13676006,1.1449599,0.09526677,0.2435334,0.78359663,4.2531977
95,95.5,0.5,0.5357491,0.000987743,0.07938647,0.0006352559,0.0075618667,0.8912184,34.921177,7.34478e-05,0.35526916,3.0561108e-07,4.8171167e-10,0.034592915,0.1306078,1.1298603,0.090807594,0.2369078,0.75452745,4.160786
96,96.5,0.5,0.51904744,0.000924731,0.0756169,0.0005967885,0.006995667,0.88808066,34.89768,7.3109244e-05,0.35029912,2.8798232e-07,1.3373226e-11,0.031022927,0.12228683,1.1131337,0.08350966,0.22925118,0.72828346,4.0652404
97,97.5,0.5,0.4789441,0.00074468006,0.06389426,0.0005136626,0.0063151135,0.8912914,34.783676,7.3848554e-05,0.34125087,2.680107e-07,1.9717289e-11,0.027778981,0.11612482,1.0886027,0.07622683,0.21866953,0.7026031,3.9634485
98,98.5,0.5,0.4326942,0.0005852406,0.053992473,0.000378308,0.0049868315,0.8933542,34.572536,7.3889314e-05,0.3311453,2.3829958e-07,2.0435405e-11,0.025305478,0.11027015,1.0679747,0.07345217,0.21043739,0.67906183,3.8764634
99,99.5,0.5,0.40055004,0.0005026932,0.04726216,0.0002911347,0.0041024475,0.89218676,34.4294,7.370532e-05,0.32318252,2.0102442e-07,1.3508467e-11,0.02406938,0.10437761,1.0547547,0.073328085,0.20560476,0.66851324,3.8349097
100,100.5,0.5,0.39040276,0.00046269226,0.044661086,0.00027658718,0.003922724,0.8909131,34.345257,7.430488e-05,0.3190746,1.6622451e-07,9.9028485e-12,0.023640212,0.09948436,1.0502467,0.07403176,0.2030583,0.666419,3.8275068
101,101.5,0.5,0.3887903,0.00044804066,0.043217942,0.0002744799,0.0039428817,0.8855047,34.278465,7.520826e-05,0.3161304,1.3518748e-07,2.3692472e-12,0.023402648,0.09629978,1.0443028,0.07393608,0.1988426,0.6620884,3.8082645
102,102.5,0.5,0.39657122,0.00045575405,0.042835064,0.00027636735,0.0040086135,0.8784885,34.19943,7.606425e-05,0.31357574,1.0527921e-07,3.1836719e-13,0.023028279,0.093748145,1.0344499,0.07356952,0.19355513,0.65393454,3.7734294
103,103.5,0.5,0.4101353,0.00046307838,0.041756317,0.0002671158,0.0039014732,0.8678354,34.109047,7.675181e-05,0.30946448,7.2883104e-08,3.9585936e-14,0.02240555,0.09020289,1.0239037,0.0729302,0.18872032,0.6430789,3.7351317
104,104.5,0.5,0.4174569,0.0004598967,0.04035237,0.00025206685,0.0037662897,0.8558418,33.9801,7.68886e-05,0.30400822,5.131009e-08,1.2776974e-14,0.02099406,0.08685094,1.0127529,0.07178942,0.18456149,0.62488467,3.674802
105,105.5,0.5,0.4127852,0.00043482854,0.038901407,0.00024298471,0.0037275567,0.84906834,33.824814,7.680541e-05,0.2990459,4.2727056e-08,1.0210606e-14,0.019337423,0.084157065,1.0004128,0.06976033,0.17985548,0.5994465,3.5931437
106,106.5,0.5,0.39848587,0.00041831518,0.037720207,0.00024053274,0.0037711954,0.8444452,33.62061,7.6959135e-05,0.29533973,2.8379668e-08,7.0847572e-15,0.01791689,0.08134555,0.98657715,0.0678871,0.17378706,0.5676697,3.498918
